Symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|lastDividendValue|date|message|ExDividendDate|DividendDate|Earnings Date|payoutdate|buy_date|hist|insight|symbol|dividend|Ex-Dividend Date|Dividend Date
| Bank of America Corporation Dep |1.41|23.32|23.5|6.01||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-28|2025-02-13| This is line with previous dividend. | BML-PJ dividend growth is zero. |BML-PJ|0.35302|2025-02-14|2025-02-27
| Bank of America Corporation Dep |1.35|22.64|22.45|6.01||EQUITY||2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-21|2025-01-30| This is line with previous dividend. | BML-PL dividend growth is zero. |BML-PL|0.33745|2025-01-31|2025-02-20
| Bank of America Corporation Dep |1.5|25.05|25.01|6.0||EQUITY||2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-02-18|2025-01-30| This is line with previous dividend. | BAC-PB dividend growth is zero. |BAC-PB|0.375|2025-01-31|2025-02-17
| Bank of America Corporation Dep |1.47|24.9|24.85|5.91||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-15|2025-04-24|2025-03-31| This is line with previous dividend. | BAC-PK dividend growth is zero. |BAC-PK|0.367188|2025-04-01|2025-04-23
| AstraZeneca Plc |3.19|146.75|147.47|2.16|66.53|EQUITY||2024-08-08| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2024-09-09|2025-02-19| This is line with previous dividend. | AZNCF dividend growth is zero. |AZNCF|0.985|2025-02-20|2024-09-08
| Alibaba Group Holding Limited |0.13|0.0|16.6|0.75|14.58|EQUITY||2024-06-12| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-12|2024-07-03|2024-06-11| This is line with previous dividend. | BABAF dividend growth is zero. |BABAF|0.208|2024-06-12|2024-07-02
| Wells Fargo & Company Depositar |1.41|23.71|23.6|5.96||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-03-17|2025-02-27| This is line with previous dividend. | WFC-PY dividend growth is zero. |WFC-PY|0.35156|2025-02-28|2025-03-16
| Novartis AG |3.97|0.0|107.2|3.7|63.96|EQUITY||2024-03-07| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-29|2018-03-08|2025-03-10| This is line with previous dividend. | NVSEF dividend growth is zero. |NVSEF|3.741|2025-03-11|2018-03-07
| SHELL PLC |1.43|0.0|36.01|3.98|54.39|EQUITY||2024-11-14| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-02|2024-12-19|2025-02-12| This is line with previous dividend. | RYDAF dividend growth is zero. |RYDAF|0.344|2025-02-13|2024-12-18
| Wells Fargo & Company 7.50% Non |75.0|1198.7|1199.0|6.26||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-03-17|2025-02-27| This is line with previous dividend. | WFC-PL dividend growth is zero. |WFC-PL|18.75|2025-02-28|2025-03-16
| HSBC Holdings Plc |0.66|11.7|11.77|5.61|49.19|EQUITY||2024-11-07| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-28|2024-12-19|2025-03-05| This is line with previous dividend. | HBCYF dividend growth is zero. |HBCYF|0.1|2025-03-06|2024-12-18
| Unilever PLC |1.87|58.67|59.18|3.16|75.3|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-13|2025-03-28|2025-02-27| This is line with previous dividend. | UL dividend growth is zero. |UL|0.467|2025-02-28|2025-03-27
| Unilever  PLC |1.9|0.0|58.07|3.27|75.7|EQUITY||2024-11-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-13|2024-09-06|2025-02-26| This is line with previous dividend. | UNLYF dividend growth is zero. |UNLYF|0.472|2025-02-27|2024-09-05
| Sony Group Corporation |0.13|0.0|26.69|0.49|10.22|EQUITY||2025-03-28| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-12|2019-12-02|2025-03-27| This is line with previous dividend. |  SNEJF first paid dividend 11 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 148.97% |SNEJF|0.331|2025-03-28|2019-12-01
| Airbus SE |2.09|180.2|180.22|1.16|33.64|EQUITY||2024-04-16| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-29|2018-04-18|2025-04-21| This is line with previous dividend. | EADSF dividend growth is zero. |EADSF|2.975|2025-04-22|2018-04-17
| China Life Insurance Company Li |0.15|1.99|1.96|7.68|16.89|EQUITY||2024-11-05| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-24|2009-08-03|2025-07-01| This is line with previous dividend. | CILJF dividend growth is zero. |CILJF|0.028|2025-07-02|2009-08-02
| Wells Fargo & Company Depositar |1.09|18.23|18.12|6.04|0.0|EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-03-17|2025-02-27| This is line with previous dividend. | WFC-PC dividend growth is zero. |WFC-PC|0.27344|2025-02-28|2025-03-16
| BHP Group Limited |1.24|0.0|23.1|5.37|65.15|EQUITY||2024-09-12| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-17|2024-10-03|2025-03-05| This is line with previous dividend. | BHPLF dividend growth is zero. |BHPLF|1.042|2025-03-06|2024-10-02
| Sanofi |4.09|0.0|109.84|3.72|85.65|EQUITY||2024-05-13| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2018-05-15|2025-05-11| This is line with previous dividend. | SNYNF dividend growth is zero. |SNYNF|4.05|2025-05-12|2018-05-14
| BP Plc |0.31|5.62|5.57|5.61|1316.38|EQUITY||2024-11-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2024-12-20|2025-02-19| This is line with previous dividend. | BPAQF dividend growth is zero. |BPAQF|0.08|2025-02-20|2024-12-19
| Rio Tinto plc |4.04|0.0|62.06|6.51|61.39|EQUITY||2025-03-06| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-19|2018-04-12|2025-03-05| This is line with previous dividend. |  RTPPF first paid dividend 12 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 27.12% |RTPPF|2.25|2025-03-06|2018-04-11
| ABB Ltd. |0.99|0.0|54.08|1.84|45.27|EQUITY||2024-03-25| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-17|2024-03-27|2025-03-30| This is line with previous dividend. | ABLZF dividend growth is zero. |ABLZF|0.97|2025-03-31|2024-03-26
| SUMITOMO MITSUI FINANCIAL GROUP |0.78|0.0|27.0|2.91|31.51|EQUITY||2024-09-27| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-13|2019-06-28|2025-03-27| This is line with previous dividend. | SMFNF dividend growth is zero. |SMFNF|0.38|2025-03-28|2019-06-27
| L'Air Liquide SA |3.47|190.58|185.93|1.87|50.86|EQUITY||2024-05-20| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-21|2019-05-22|2025-05-18| This is line with previous dividend. | AIQUF dividend growth is zero. |AIQUF|3.156987|2025-05-19|2019-05-21
| Compagnie Financiere Richemont  |3.25|0.0|181.1|1.79|50.42|EQUITY||2024-09-19| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-16|2017-09-22|2024-09-19| This is line with previous dividend. | CFRHF dividend growth is zero. |CFRHF|3.252|2024-09-20|2017-09-21
| Equinor ASA |1.48|0.0|26.61|5.56|42.73|EQUITY||2024-11-18| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-02|2024-08-28|2025-05-14| This is line with previous dividend. | STOHF dividend growth is zero. |STOHF|0.7|2025-05-15|2024-08-27
| China Petroleum & Chemical Corp |0.04|0.0|0.53|7.5|86.29|EQUITY||2024-09-05| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-28|2022-09-29|2025-06-08| This is line with previous dividend. | SNPMF dividend growth is zero. |SNPMF|0.02|2025-06-09|2022-09-28
| Goldman Sachs Group  Inc. (The) |1.38|22.97|22.81|6.06||EQUITY||2025-01-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-14|2025-02-10|2025-01-23| This is line with previous dividend. | GS-PA dividend growth is zero. |GS-PA|0.34549|2025-01-24|2025-02-09
| Mercedes Benz Group AG |4.41|60.29|60.2|7.32|52.01|EQUITY||2024-05-09| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-30|2023-05-08|2025-05-07| This is line with previous dividend. | MBGAF dividend growth is zero. |MBGAF|5.699|2025-05-08|2023-05-07
| Morgan Stanley Dep Shs repstg 1 |1.32|22.96|22.82|5.77||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PA dividend growth is zero. |MS-PA|0.358347|2025-03-31|2025-04-14
| British American Tobacco p.l.c. |2.99|0.0|39.92|7.49|173.18|EQUITY||2024-09-26| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-13|2025-02-03|2025-06-25| This is line with previous dividend. | BTAFF dividend growth is zero. |BTAFF|0.784|2025-06-26|2025-02-02
| Goldman Sachs Group  Inc. (The) |1.36|22.48|22.23|6.13||EQUITY||2025-01-24| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-14|2025-02-10|2025-01-23| This is line with previous dividend. | GS-PD dividend growth is zero. |GS-PD|0.34049|2025-01-24|2025-02-09
| U.S. Bancorp Depositary Shares  |1.46|22.31|22.16|6.59||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-16|2025-04-15|2025-03-30| This is line with previous dividend. | USB-PH dividend growth is zero. |USB-PH|0.352508|2025-03-31|2025-04-14
| Enbridge Inc. |1.46|23.3|23.385|6.26||EQUITY||2024-11-15| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-09|2025-03-01|2025-02-13| This is line with previous dividend. | EBBNF dividend growth is zero. |EBBNF|0.366|2025-02-14|2025-02-28
| BNP PARIBAS |4.98|0.0|83.25|5.98|48.07|EQUITY||2024-05-21| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-04-23|2018-06-01|2025-05-18| This is line with previous dividend. | BNPQF dividend growth is zero. |BNPQF|4.996|2025-05-19|2018-05-31
| EIDP  Inc. Preferred Stock $4.5 |4.5|72.22|72.48|6.21||EQUITY||2025-01-08| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-30|2025-04-25|2025-04-03| This is line with previous dividend. |  CTA-PB first paid dividend 37 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% |CTA-PB|1.125|2025-04-04|2025-04-24
| U.S. Bancorp Depositary Shares  |1.38|23.64|23.48|5.86||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-16|2025-04-15|2025-03-30| This is line with previous dividend. | USB-PP dividend growth is zero. |USB-PP|0.34375|2025-03-31|2025-04-14
| Kering SA |6.18|216.5|214.26|2.89|151.52|EQUITY||2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-11|2018-01-17|2025-05-04| This is line with previous dividend. | PPRUF dividend growth is zero. |PPRUF|2.055|2025-05-05|2018-01-16
| AMERICA MOVIL SAB DE CV |0.03|0.0|0.7713|3.5|103.43|EQUITY||2024-07-12| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-14|2023-11-13|2024-07-11| This is line with previous dividend. | AMXOF dividend growth is zero. |AMXOF|0.023548724|2024-07-12|2023-11-12
| Diageo plc |1.02|26.56|26.85|3.79|63.6|EQUITY||2024-08-29| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-04|2024-10-17|2025-02-26| This is line with previous dividend. | DGEAF dividend growth is zero. |DGEAF|0.63|2025-02-27|2024-10-16
| Tokyo Electron Ltd. |3.73|0.0|137.13|2.72|42.58|EQUITY||2024-09-27| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-08|2019-11-25|2025-03-27| This is line with previous dividend. | TOELF dividend growth is zero. |TOELF|1.637|2025-03-28|2019-11-24
| Glencore Plc |0.1|3.85|3.8|2.63|129.41|EQUITY||2024-08-29| Payout Ratio falls within the  high risk  range (>75%). |||2025-02-19|2024-09-20|2025-04-30| This is line with previous dividend. | GLCNF dividend growth is zero. |GLCNF|0.065|2025-05-01|2024-09-19
| BANCO SANTANDER SA |0.23|6.9|7.03|3.27|25.39|EQUITY||2024-10-30| Payout Ratio falls within the  low risk  range (<35%). |||2025-04-30|2024-05-02|2025-04-28| This is line with previous dividend. | BCDRF dividend growth is zero. |BCDRF|0.108|2025-04-29|2024-05-01
| GSK plc |0.81|20.12|20.36|3.98|98.07|EQUITY||2024-11-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-30|2019-10-10|2025-02-19| This is line with previous dividend. | GLAXF dividend growth is zero. |GLAXF|0.191|2025-02-20|2019-10-09
| Morgan Stanley Depositary Share |1.46|24.28|24.22|6.04||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PK dividend growth is zero. |MS-PK|0.365625|2025-03-31|2025-04-14
| Morgan Stanley Depository Share |1.59|25.3|25.28|6.3||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PI dividend growth is zero. |MS-PI|0.407292|2025-03-31|2025-04-14
| Petroleo Brasileiro S.A.- Petro |3.07|13.12|13.05|23.56|243.42|EQUITY||2024-08-23| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-12|2025-05-28|2025-04-21| This is line with previous dividend. | PBR-A dividend growth is zero. |PBR-A|0.386|2025-04-22|2025-05-27
| Morgan Stanley Dep Shs Rpstg 1/ |1.72|25.45|25.45|6.75||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PF dividend growth is zero. |MS-PF|0.439236|2025-03-31|2025-04-14
| Morgan Stanley DEPOSITARY SHARE |1.78|25.56|25.56|6.97||EQUITY||2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PE dividend growth is zero. |MS-PE|0.455208|2025-03-31|2025-04-14
| RELX PLC |0.8|49.8|50.0|1.59|58.2|EQUITY||2024-08-01| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-13|2024-06-13|2025-05-07| This is line with previous dividend. | RLXXF dividend growth is zero. |RLXXF|0.234|2025-05-08|2024-06-12
| Duke Energy Corporation Deposit |1.44|24.86|24.72|5.82||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2025-03-17|2025-02-13| This is line with previous dividend. | DUK-PA dividend growth is zero. |DUK-PA|0.359375|2025-02-14|2025-03-16
| ENI S.p.A. |1.06|0.0|16.51|6.45|124.36|EQUITY||2024-11-18| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-24|2024-05-22|2025-03-23| This is line with previous dividend. | EIPAF dividend growth is zero. |EIPAF|0.264|2025-03-24|2024-05-21
| The Charles Schwab Corporation  |1.49|25.06|24.97|5.96||EQUITY||2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-17|2025-03-03|2025-02-13| This is line with previous dividend. | SCHW-PD dividend growth is zero. |SCHW-PD|0.372|2025-02-14|2025-03-02
| Westpac Banking Corp. Ltd. |0.96|0.0|19.61|4.91|76.68|EQUITY||2024-11-07| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2013-07-02|2024-11-06| This is line with previous dividend. | WEBNF dividend growth is zero. |WEBNF|0.714|2024-11-07|2013-07-01
| Bayerische Motoren Werke AG |4.47|0.0|81.83|5.46|51.64|EQUITY||2024-05-16| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-07|2016-05-13|2025-05-14| This is line with previous dividend. | BAMXF dividend growth is zero. |BAMXF|6.532|2025-05-15|2016-05-12
| Daikin Industries Ltd. |1.77|0.0|107.16|1.65|29.82|EQUITY||2024-09-27| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-07|2018-06-29|2025-03-27| This is line with previous dividend. | DKILF dividend growth is zero. |DKILF|1.278|2025-03-28|2018-06-28
| BCE INC PRF CUM REDEEMABLE 1ST  |1.12|0.0|11.8|9.45||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-08|2024-05-12|2025-03-30| This is line with previous dividend. | BECEF dividend growth is zero. |BECEF|0.07566635|2025-03-31|2024-05-11
| Simon Property Group  Inc. Simo |4.19|57.61|58.01|7.29||EQUITY||2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-05|2025-03-31|2025-03-16| This is line with previous dividend. | SPG-PJ dividend growth is zero. |SPG-PJ|1.046875|2025-03-17|2025-03-30
| TC Energy Corp. |0.92|0.0|12.53|7.35||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-05-01|2024-06-28|2025-02-27| This is line with previous dividend. | TNCAF dividend growth is zero. |TNCAF|0.23254034|2025-02-28|2024-06-27
| ING Groep N.V. |1.15|0.0|19.35|5.96|55.86|EQUITY||2024-08-05| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-05-02|2018-05-03|2025-04-23| This is line with previous dividend. | INGVF dividend growth is zero. |INGVF|0.382|2025-04-24|2018-05-02
| MetLife  Inc. Preferred Series  |1.42|24.32|24.09|5.9||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-03-17|2025-02-27| This is line with previous dividend. | MET-PA dividend growth is zero. |MET-PA|0.355164|2025-02-28|2025-03-16
| Honda Motor Co.  Ltd. |0.45|0.0|9.07|4.92|33.37|EQUITY||2024-09-27| Payout Ratio falls within the  low risk  range (<35%). |||2025-05-08|2019-08-30|2025-03-27| This is line with previous dividend. | HNDAF dividend growth is zero. |HNDAF|0.235|2025-03-28|2019-08-29
| MetLife  Inc. Depositary Shares |1.41|23.7|23.55|5.97||EQUITY||2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |||2025-04-29|2025-03-17|2025-02-27| This is line with previous dividend. | MET-PE dividend growth is zero. |MET-PE|0.351563|2025-02-28|2025-03-16
| BAE Systems PLC |0.42|20.1|20.23|2.06|48.21|EQUITY||2024-10-24| Payout Ratio falls within the  medium risk  range (33%-75%). |||2025-02-19|2018-06-01|2025-04-16| This is line with previous dividend. | BAESF dividend growth is zero. |BAESF|0.16|2025-04-17|2018-05-31
