symbol,buy_date,exdividenddate,earningsdate,payoutdate,shortname,dividendrate,previousclose,currentprice,dividendyield,payoutratio,quotetype,dividend,message,hist,insight
CAIXY,2025-04-21,2025-04-22,2025-04-28,2024-11-22,Caixabank SA,0.16,2.56,2.61,5.98,71.26,EQUITY,0.054,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -162.96% cut.,CAIXY has just started to pay dividends.
A,2025-03-31,2025-04-01,2025-05-27,2025-04-23,"Agilent Technologies, Inc.",0.99,116.732,114.05,0.87,21.93,EQUITY,0.248,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"A started paying dividends 15 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 6.62%."
CCI,2025-03-13,2025-03-14,2025-04-15,2025-03-31,Crown Castle Inc.,6.26,104.23,104.61,5.98,221.99,EQUITY,1.565,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"CCI started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 5.45%."
VRSK,2025-03-13,2025-03-14,2025-04-29,2025-03-31,"Verisk Analytics, Inc.",1.8,297.62,298.61,0.6,23.42,EQUITY,0.45,Payout Ratio falls within the low risk (<35%).,Reflecting a 13.33% increase.,"VRSK started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 10.76%."
VLO,2025-01-29,2025-01-30,2025-04-24,2025-03-03,Valero Energy Corporation,4.52,132.07,133.74,3.38,49.88,EQUITY,1.13,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 5.31% increase.,"VLO started paying dividends 40 years ago, and dividends have been growing for 15 years. Dividend Growth Rate for the last 5 years is 2.89%."
F,2025-02-17,2025-02-18,2025-04-22,2025-03-03,Ford Motor Company,0.75,10.03,9.94,7.55,53.42,EQUITY,0.3,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 50.00% increase.,"F started paying dividends 48 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 100.00%."
GRMN,2025-06-15,2025-06-16,2025-04-30,2025-03-28,Garmin Ltd.,3.6,217.13,217.57,1.65,40.82,EQUITY,0.75,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"GRMN started paying dividends 23 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 4.22%."
LHX,2025-03-09,2025-03-10,2025-04-24,2025-03-21,"L3Harris Technologies, Inc.",4.8,209.31,209.75,2.29,58.96,EQUITY,1.2,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.33% increase.,"LHX started paying dividends 44 years ago, and dividends have been growing for 26 years. Dividend Growth Rate for the last 5 years is 7.14%."
STZ,2025-02-06,2025-02-07,2025-04-09,2025-02-21,"Constellation Brands, Inc.",4.04,183.52,184.81,2.19,104.53,EQUITY,1.01,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"STZ started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 6.13%."
GLW,2025-02-27,2025-02-28,2025-04-28,2025-03-28,Corning Incorporated,1.12,45.78,45.54,2.46,193.1,EQUITY,0.28,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"GLW started paying dividends 39 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 4.94%."
KVUE,2025-02-11,2025-02-12,2025-05-05,2025-02-26,Kenvue Inc.,0.82,23.98,23.88,3.43,150.0,EQUITY,0.205,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"KVUE started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 1.24%."
TRGP,2025-01-30,2025-01-31,2025-04-30,2025-02-14,"Targa Resources, Inc.",3.0,200.47,203.07,1.48,47.91,EQUITY,0.75,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"TRGP started paying dividends 15 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 49.63%."
AEM,2025-02-27,2025-02-28,2025-04-24,2025-03-14,Agnico Eagle Mines Limited,1.6,108.41,108.24,1.48,42.33,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,AEM has just started to pay dividends.
LYG,2025-04-10,2025-04-11,2025-05-01,2025-05-30,Lloyds Banking Group Plc,0.16,3.82,3.81,4.15,47.11,EQUITY,0.055,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -69.09% cut.,LYG has just started to pay dividends.
FAST,2025-01-30,2025-01-31,2025-04-11,2025-02-28,Fastenal Company,1.72,77.55,77.61,2.22,78.0,EQUITY,0.43,Payout Ratio falls within the high risk (>75%).,Reflecting a 9.30% increase.,"FAST started paying dividends 35 years ago, and dividends have been growing for 4 years. Dividend Growth Rate for the last 4 years is 11.32%."
NWG,2025-03-13,2025-03-14,2025-05-02,2025-04-28,NatWest Group plc,0.54,11.92,11.99,4.54,33.29,EQUITY,0.39,Payout Ratio falls within the low risk (<35%).,Reflecting a 60.51% increase.,"NWG started paying dividends 9 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 153.25%."
AME,2025-03-13,2025-03-14,2025-04-30,2025-03-31,"AMETEK, Inc.",1.24,172.14,171.89,0.72,18.89,EQUITY,0.31,Payout Ratio falls within the low risk (<35%).,Reflecting a 9.68% increase.,"AME started paying dividends 42 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 11.49%."
CRARY,2024-05-27,2024-05-28,2025-04-30,2024-06-17,Credit Agricole SA,0.57,9.12,9.09,6.26,49.78,EQUITY,0.566,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,CRARY has just started to pay dividends.
HES,2025-03-16,2025-03-17,2025-04-23,2025-03-31,Hess Corporation,2.0,159.73,161.29,1.24,20.88,EQUITY,0.5,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"HES started paying dividends 42 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 14.87%."
BKR,2025-02-10,2025-02-11,2025-04-22,2025-02-21,Baker Hughes Company,0.92,43.95,44.8,2.05,28.19,EQUITY,0.23,Payout Ratio falls within the low risk (<35%).,Reflecting a 8.70% increase.,"BKR started paying dividends 39 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 5.02%."
ALC,2024-05-13,2024-05-14,2025-05-13,2024-05-16,Alcon Inc.,0.27,94.93,92.7,0.29,12.96,EQUITY,0.264,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,ALC has just started to pay dividends.
PRU,2025-02-17,2025-02-18,2025-04-28,2025-03-13,"Prudential Financial, Inc.",5.4,111.68,111.69,4.83,69.33,EQUITY,1.35,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.70% increase.,"PRU started paying dividends 24 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 4.18%."
TKPHF,2025-03-27,2025-03-28,2025-05-08,2010-06-28,"Takeda Pharmaceutical Co., Ltd.",1.31,0.0,31.37,4.18,148.06,EQUITY,0.677,Payout Ratio falls within the high risk (>75%).,Reflecting a 8.12% increase.,TKPHF has just started to pay dividends.
TEL,2025-05-20,2025-05-21,2025-04-21,2025-06-10,TE Connectivity plc,2.84,141.32,140.7,2.02,40.13,EQUITY,0.65,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,TEL has just started to pay dividends.
E,2025-03-24,2025-03-25,2025-04-24,2025-04-07,ENI S.p.A.,2.08,30.93,31.21,6.67,123.22,EQUITY,0.52,Payout Ratio falls within the high risk (>75%).,Reflecting a -4.42% cut.,E has just started to pay dividends.
AMX,2024-11-07,2024-11-08,2025-04-14,2024-11-18,"America Movil, S.A.B. de C.V.",0.51,14.22,14.54,3.48,106.53,EQUITY,0.245,Payout Ratio falls within the high risk (>75%).,Reflecting a -6.53% cut.,AMX has just started to pay dividends.
KDP,2025-03-27,2025-03-28,2025-04-24,2025-04-11,Keurig Dr Pepper Inc.,0.92,34.22,34.97,2.63,84.76,EQUITY,0.23,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"KDP started paying dividends 17 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 8.92%."
PEG,2025-03-09,2025-03-10,2025-04-28,2025-03-31,Public Service Enterprise Group,2.52,82.3,83.26,3.03,67.8,EQUITY,0.63,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 4.76% increase.,"PEG started paying dividends 46 years ago, and dividends have been growing for 35 years. Dividend Growth Rate for the last 5 years is 5.15%."
HLN,2025-04-24,2025-04-25,2025-02-27,2025-06-05,Haleon plc,0.17,10.29,10.18,1.65,39.3,EQUITY,0.051,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -107.84% cut.,HLN has just started to pay dividends.
FIS,2025-03-10,2025-03-11,2025-05-05,2025-03-25,Fidelity National Information S,1.6,74.68,74.57,2.15,101.41,EQUITY,0.4,Payout Ratio falls within the high risk (>75%).,Reflecting a 10.00% increase.,"FIS started paying dividends 23 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 11.11%."
KMB,2025-03-06,2025-03-07,2025-04-21,2025-04-02,Kimberly-Clark Corporation,5.04,142.22,143.03,3.52,64.64,EQUITY,1.26,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 3.17% increase.,"KMB started paying dividends 41 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 3.32%."
NEM,2025-03-03,2025-03-04,2025-04-23,2025-03-27,Newmont Corporation,1.0,48.28,48.29,2.07,34.97,EQUITY,0.25,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"NEM started paying dividends 39 years ago, but there is no recorded dividend growth in the last 1 years."
BAESY,2025-04-21,2025-04-22,2025-02-19,2024-12-09,BAE Systems PLC,1.67,82.96,82.97,2.01,48.07,EQUITY,0.663,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a -40.72% cut.,BAESY has just started to pay dividends.
DFS,2025-02-19,2025-02-20,2025-04-23,2025-03-06,Discover Financial Services,2.8,170.7,170.51,1.64,15.8,EQUITY,0.7,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DFS started paying dividends 19 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 9.73%."
WCN,2025-02-26,2025-02-27,2025-04-23,2025-03-13,"Waste Connections, Inc.",1.26,195.19,196.51,0.64,48.95,EQUITY,0.315,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 9.52% increase.,WCN has just started to pay dividends.
PCG,2025-03-30,2025-03-31,2025-04-24,2025-04-15,Pacific Gas & Electric Co.,0.1,17.18,17.27,0.58,4.78,EQUITY,0.025,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"PCG started paying dividends 45 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 58.11%."
COR,2025-02-13,2025-02-14,2025-05-07,2025-03-03,"Cencora, Inc.",2.2,278.09,277.41,0.79,29.5,EQUITY,0.55,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"COR started paying dividends 25 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 5.54%."
KR,2025-05-14,2025-05-15,2025-06-18,2025-06-01,Kroger Company (The),1.28,67.69,68.14,1.88,33.24,EQUITY,0.32,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"KR started paying dividends 47 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 14.87%."
DHI,2025-02-06,2025-02-07,2025-04-17,2025-02-14,"D.R. Horton, Inc.",1.6,127.13,127.41,1.26,9.2,EQUITY,0.4,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"DHI started paying dividends 29 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 17.98%."
ITUB,2025-04-01,2025-04-02,2025-05-06,2025-08-08,Itau Unibanco Banco Holding SA,0.38,5.5,5.52,6.84,77.61,EQUITY,0.003,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"ITUB started paying dividends 24 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is -25.00%."
NDAQ,2025-03-13,2025-03-14,2025-04-24,2025-03-28,"Nasdaq, Inc.",0.96,75.86,76.04,1.26,48.7,EQUITY,0.24,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"NDAQ started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 8.00%."
AIG,2025-03-16,2025-03-17,2025-05-01,2025-03-31,"American International Group, I",1.6,86.94,86.81,1.84,38.33,EQUITY,0.4,Payout Ratio falls within the medium risk (35%-75%).,This is in line with the previous dividend.,"AIG started paying dividends 39 years ago, and dividends have been growing for 12 years. Dividend Growth Rate for the last 5 years is 4.56%."
URI,2025-02-11,2025-02-12,2025-04-22,2025-02-26,"United Rentals, Inc.",7.16,626.7,631.99,1.13,16.85,EQUITY,1.79,Payout Ratio falls within the low risk (<35%).,Reflecting a 8.94% increase.,"URI started paying dividends 3 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 9.98%."
SU,2025-03-03,2025-03-04,2025-05-05,2025-03-25,Suncor Energy  Inc.,1.59,38.72,39.05,4.08,46.72,EQUITY,0.402,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 0.50% increase.,SU has just started to pay dividends.
MPC,2025-02-18,2025-02-19,2025-05-06,2025-03-10,Marathon Petroleum Corporation,3.64,145.69,146.63,2.48,33.58,EQUITY,0.91,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"MPC started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 9.43%."
HWM,2025-02-06,2025-02-07,2025-04-30,2025-02-25,Howmet Aerospace Inc.,0.4,129.73,131.78,0.3,9.25,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 20.00% increase.,"HWM started paying dividends 10 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 37.97%."
D,2025-02-27,2025-02-28,2025-04-30,2025-03-20,"Dominion Energy, Inc.",2.67,56.07,56.26,4.75,121.36,EQUITY,0.668,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"D started paying dividends 42 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is -6.60%."
O,2025-03-31,2025-04-01,2025-05-05,2025-04-15,Realty Income Corporation,3.22,57.7415,57.15,5.64,319.69,EQUITY,0.269,Payout Ratio falls within the high risk (>75%).,Reflecting a 0.37% increase.,"O started paying dividends 32 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 3.57%."
VRT,2025-03-17,2025-03-18,2025-04-22,2025-03-27,"Vertiv Holdings, LLC",0.15,72.2,75.27,0.2,8.79,EQUITY,0.038,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"VRT started paying dividends 6 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 30.60%."
MSCI,2025-02-13,2025-02-14,2025-04-22,2025-02-28,MSCI Inc.,7.2,565.5,567.3,1.27,45.55,EQUITY,1.8,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 11.11% increase.,"MSCI started paying dividends 12 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 21.49%."
OXY,2025-03-09,2025-03-10,2025-05-05,2025-04-15,Occidental Petroleum Corporatio,0.96,49.36,49.19,1.95,38.94,EQUITY,0.24,Payout Ratio falls within the medium risk (35%-75%).,Reflecting a 8.33% increase.,"OXY started paying dividends 44 years ago, and dividends have been growing for 5 years. Dividend Growth Rate for the last 5 years is 88.82%."
CTA-PA,2025-04-03,2025-04-04,2025-04-30,2025-04-25,"EIDP, Inc. Preferred Stock $3.5",3.5,57.25,56.8232,6.12,0.0,EQUITY,0.875,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CTA-PA started paying dividends 37 years ago, but there is no recorded dividend growth in the last 5 years."
PSX,2025-02-23,2025-02-24,2025-04-25,2025-03-05,Phillips 66,4.6,123.48,124.35,3.7,90.18,EQUITY,1.15,Payout Ratio falls within the high risk (>75%).,This is in line with the previous dividend.,"PSX started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 5.02%."
PWR,2025-04-02,2025-04-03,2025-04-30,2025-04-11,"Quanta Services, Inc.",0.4,254.18,257.9,0.16,6.14,EQUITY,0.1,Payout Ratio falls within the low risk (<35%).,Reflecting a 10.00% increase.,"PWR started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 14.87%."
CMI,2025-02-20,2025-02-21,2025-04-30,2025-03-06,Cummins Inc.,7.28,313.44,315.36,2.31,24.67,EQUITY,1.82,Payout Ratio falls within the low risk (<35%).,This is in line with the previous dividend.,"CMI started paying dividends 42 years ago, and dividends have been growing for 22 years. Dividend Growth Rate for the last 5 years is 6.78%."
