Symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,trailingAnnualDividendRate,trailingAnnualDividendYield,AnnualRate,message,DividendDate,ExDividendDate,EarningsDate,payoutdate,buy_date,hist,insight
NREF,"NexPoint Real Estate Finance, I",0.5,0.5,15.82,16.14,1239.0,150.38,EQUITY,2.0,0.12642226,2.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-12-30,2024-12-13,2025-02-27,2024-12-31,2024-12-12,This is line with previous dividend., NREF first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
LND,Brasilagro Brazilian Agric Real,0.07,0.641,3.61,3.65,756.0,57.060003,EQUITY,1.556,0.43102494,0.28,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2024-11-24,2024-10-24,2025-05-13,2024-11-25,2024-10-23,Reflecting a 0.10920436817472699% cut., LND first paid dividend 8 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 0.00%
HPF,John Hancock Pfd Income Fund II,0.37,0.124,16.97,16.88,877.9999999999999,62.64999999999999,EQUITY,1.482,0.08733059,1.48,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 198.38709677419354% increase., HPF first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
CWBC,Community West Bancshares,0.12,0.12,18.65,18.77,256.0,106.67,EQUITY,0.48,0.025737265,0.48,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-20,2025-02-07,2025-04-16,2025-02-21,2025-02-06,This is line with previous dividend., CWBC first paid dividend 18 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 0.00%
HVT,"Haverty Furniture Companies, In",0.32,0.32,21.09,23.0,607.0,77.5,EQUITY,0.0,0.0,1.28,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-20,2025-03-06,2025-04-29,2025-03-21,2025-03-05,This is line with previous dividend., HVT first paid dividend 38 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 6.67%
ZEUS,"Olympic Steel, Inc.",0.16,0.15,36.08,34.98,183.0,30.459999999999997,EQUITY,0.6,0.01662971,0.64,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-16,2025-03-03,2025-04-30,2025-03-17,2025-03-02,Reflecting a 6.666666666666665% increase., ZEUS first paid dividend 19 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 65.49%
PKOH,Park-Ohio Holdings Corp.,0.125,0.125,23.38,24.06,206.99999999999997,14.97,EQUITY,0.5,0.0213858,0.5,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-20,2025-02-07,2025-03-05,2025-02-21,2025-02-06,This is line with previous dividend., PKOH first paid dividend 12 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
WTBA,West Bancorporation,0.25,0.25,22.51,22.56,443.0,70.419997,EQUITY,1.0,0.0444247,1.0,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-18,2025-02-05,2025-04-23,2025-02-19,2025-02-04,This is line with previous dividend., WTBA first paid dividend 25 years ago but dividends are growing only for 5 years. Dividend Growth Rate for last 5 years is 3.55%
RRBI,"Red River Bancshares, Inc.",0.09,0.09,54.86,55.78,64.0,7.2700000000000005,EQUITY,0.36,0.0065621585,0.36,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-18,2024-12-09,2025-04-23,2024-12-19,2024-12-08,This is line with previous dividend., RRBI first paid dividend 5 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 8.74%
RNGR,"Ranger Energy Services, Inc.",0.05,0.05,17.31,17.24,115.99999999999999,31.25,EQUITY,0.2,0.011554016,0.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-11-21,2024-11-08,2025-03-03,2024-11-22,2024-11-07,This is line with previous dividend., RNGR first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
CYD,China Yuchai International Limi,0.095,0.38,23.16,24.36,164.0,23.43,EQUITY,0.0,0.0,0.38,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-08-27,2024-08-19,2025-02-25,2024-08-28,2024-08-18,Reflecting a 0.25% cut., CYD first paid dividend 25 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 16.50%
MSB,Mesabi Trust,0.2525,5.95,28.51,28.74,586.0,61.79,EQUITY,1.35,0.047351807,1.01,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-19,2024-04-29,2025-04-22,2025-02-20,2024-04-28,Reflecting a 0.04243697478991597% cut., MSB first paid dividend 37 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 1951.72%
HRZN,Horizon Technology Finance Corp,0.33,0.11,9.76,9.72,1358.0,224.56,EQUITY,1.32,0.1352459,1.32,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-13,2025-02-18,2025-03-04,2025-03-14,2025-02-17,Reflecting a 200.0% increase., HRZN first paid dividend 16 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
GTN,"Gray Media, Inc.",0.08,0.08,4.07,4.03,794.0,21.33,EQUITY,0.32,0.07862408,0.32,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-30,2024-12-13,2025-02-27,2024-12-31,2024-12-12,This is line with previous dividend., GTN first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
HBCP,"Home Bancorp, Inc.",0.27,0.27,47.42,47.5,227.0,22.2,EQUITY,1.0,0.02108815,1.08,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-20,2025-02-10,2025-04-15,2025-02-21,2025-02-09,This is line with previous dividend., HBCP first paid dividend 12 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.09%
NL,"NL Industries, Inc.",0.08,0.08,7.13,7.0,457.0,26.049998000000002,EQUITY,0.31,0.04347826,0.32,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-12-16,2024-11-29,2025-03-04,2024-12-17,2024-11-28,This is line with previous dividend., NL first paid dividend 32 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
FBIZ,First Business Financial Servic,0.29,0.29,51.71,52.04,224.00000000000003,19.229999,EQUITY,1.0,0.019338619,1.16,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-27,2025-02-14,2025-04-23,2025-02-28,2025-02-13,This is line with previous dividend., FBIZ first paid dividend 21 years ago but dividends are growing only for 19 years. Dividend Growth Rate for last 5 years is 11.94%
KTF,DWS Municipal Income Trust,0.1825,0.061,9.65,9.7,755.0,68.03,EQUITY,0.606,0.062797934,0.73,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 199.18032786885246% increase., KTF first paid dividend 37 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 74.29%
SCM,Stellus Capital Investment Corp,0.4,0.133,15.47,15.37,1041.0,79.98000400000001,EQUITY,1.599,0.10336134,1.6,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-14,2025-02-28,2025-03-03,2025-04-15,2025-02-27,Reflecting a 200.7518796992481% increase., SCM first paid dividend 14 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 5.58%
NUS,"Nu Skin Enterprises, Inc.",0.06,0.06,7.65,8.08,297.0,917.6500000000001,EQUITY,0.24,0.031372547,0.24,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-04,2025-02-24,2025-05-06,2025-03-05,2025-02-23,This is line with previous dividend., NUS first paid dividend 25 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
HIO,Western Asset High Income Oppor,0.1075,0.036,3.99,3.99,1068.0,83.529997,EQUITY,0.426,0.10676692,0.43,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 198.61111111111111% increase., HIO first paid dividend 33 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
BMRC,Bank of Marin Bancorp,0.25,0.25,24.52,24.79,403.0,120.48,EQUITY,1.0,0.040783033,1.0,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-12,2025-02-06,2025-04-28,2025-02-13,2025-02-05,This is line with previous dividend., BMRC first paid dividend 22 years ago but dividends are growing only for 12 years. Dividend Growth Rate for last 5 years is 1.68%
EFR,Eaton Vance Senior Floating-Rat,0.2725,0.091,12.95,12.93,844.9999999999999,90.769994,EQUITY,1.196,0.092355214,1.09,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 199.4505494505495% increase., EFR first paid dividend 23 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
HQL,TeklaLife Sciences Investors,0.485,0.47,13.64,13.56,1431.0,54.61,EQUITY,1.66,0.121700875,1.94,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2018-12-30,2025-02-21,2024-12-09,2018-12-31,2025-02-20,Reflecting a 3.1914893617021267% increase., HQL first paid dividend 30 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
PSTL,"Postal Realty Trust, Inc.",0.2425,0.243,12.5,12.52,775.0,1196.8799999999999,EQUITY,0.96,0.076799996,0.97,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-27,2025-02-14,2025-02-26,2025-02-28,2025-02-13,Reflecting a 0.9979423868312757% cut., PSTL first paid dividend 7 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 3.97%
HIX,Western Asset High Income Fund ,0.1475,0.049,4.38,4.37,1346.0,68.22,EQUITY,0.588,0.13424657,0.59,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 201.0204081632653% increase., HIX first paid dividend 28 years ago but dividends are growing only for 6 years. Dividend Growth Rate for last 5 years is 0.00%
LEO,"Dreyfus Strategic Municipals, I",0.0575,0.019,6.26,6.29,362.0,19.319999,EQUITY,0.228,0.036421724,0.23,"Payout Ratio falls within the ""low risk"" range (<35%).",,,,,,Reflecting a 202.63157894736844% increase., LEO first paid dividend 39 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
SB,"Safe Bulkers, Inc",0.05,0.05,3.76,3.9,513.0,24.099999999999998,EQUITY,0.2,0.05319149,0.2,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-03-20,2025-03-03,2025-02-18,2025-03-21,2025-03-02,This is line with previous dividend., SB first paid dividend 11 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
GNTY,"Guaranty Bancshares, Inc.",0.24,0.24,39.99,40.0,240.0,35.04,EQUITY,0.96,0.024006,0.96,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-01-07,2024-12-30,2025-04-14,2025-01-08,2024-12-29,This is line with previous dividend., GNTY first paid dividend 8 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 4.66%
FMAO,"Farmers & Merchants Bancorp, In",0.2225,0.221,24.7,24.98,354.0,46.45,EQUITY,0.883,0.03574899,0.89,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-01-19,2024-12-27,2025-04-15,2025-01-20,2024-12-26,Reflecting a 0.6787330316742057% increase., FMAO first paid dividend 19 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 2.59%
MYN,Blackrock MuniYield New York Qu,0.1525,0.051,10.17,10.24,600.0,96.529996,EQUITY,0.407,0.040019665,0.61,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 199.01960784313727% increase., MYN first paid dividend 34 years ago but dividends are growing only for 0 years. Dividend Growth Rate for last 0 years is 0.00%
VKI,9268,0.1675,0.056,8.95,8.98,747.0,56.599999999999994,EQUITY,0.384,0.04290503,0.67,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 199.1071428571429% increase., VKI first paid dividend 33 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 60.00%
LAND,Gladstone Land Corporation,0.14,0.047,11.15,11.42,491.0,1111.8,EQUITY,0.56,0.05022422,0.56,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-30,2025-03-19,2025-05-05,2025-03-31,2025-03-18,Reflecting a 197.87234042553195% increase., LAND first paid dividend 13 years ago but dividends are growing only for 8 years. Dividend Growth Rate for last 5 years is 0.87%
LGTY,Logility Supply Chain Solutions,0.11,0.11,14.12,14.13,311.0,440.00000000000006,EQUITY,0.44,0.031161474,0.44,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-02-20,2025-02-07,2025-02-20,2025-02-21,2025-02-06,This is line with previous dividend., LGTY first paid dividend 32 years ago but dividends are growing only for 9 years. Dividend Growth Rate for last 5 years is 0.00%
INRE,INLAND REAL ESTATE INCOME TRUST,0.135,0.1356,12.1,12.1,448.00000000000006,0.0,EQUITY,0.542,0.044793386,0.54,"Payout Ratio falls within the ""high risk"" range (>75%).",2023-04-06,2024-12-31,2025-03-11,2023-04-07,2024-12-30,Reflecting a 0.9955752212389382% cut., INRE first paid dividend 4 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
XYF,X Financial,0.085,0.17,9.8,9.75,349.0,8.8999994,EQUITY,2.37,0.24183671,0.34,"Payout Ratio falls within the ""low risk"" range (<35%).",2024-09-26,2024-09-04,2024-11-26,2024-09-27,2024-09-03,Reflecting a 0.5% cut., XYF first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
SGU,Star Group L.P.,0.1725,0.173,12.9,13.05,529.0,49.64,EQUITY,0.69,0.053488374,0.69,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2025-02-04,2025-01-27,2025-04-29,2025-02-05,2025-01-26,Reflecting a 0.9971098265895953% cut., SGU first paid dividend 26 years ago but dividends are growing only for 10 years. Dividend Growth Rate for last 5 years is 5.40%
ASA,ASA  Gold and Precious Metals L,0.01,0.02,25.02,24.32,16.0,0.67000003,EQUITY,0.04,0.0015987209,0.04,"Payout Ratio falls within the ""high risk"" range (>75%).",2018-11-27,2024-11-13,2025-01-30,2018-11-28,2024-11-12,Reflecting a 0.5% cut., ASA first paid dividend 43 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 41.42%
EVN,Eaton Vance Municipal Income Tr,0.155,0.051,10.7,10.75,573.0,62.839999999999996,EQUITY,0.57,0.05327103,0.62,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,Reflecting a 203.92156862745102% increase., EVN first paid dividend 27 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 10.87%
SHYF,"The Shyft Group, Inc.",0.05,0.05,10.56,10.68,187.0,105.25999999999999,EQUITY,0.2,0.018939393,0.2,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-03-27,2025-02-27,2025-04-23,2025-03-28,2025-02-26,This is line with previous dividend., SHYF first paid dividend 37 years ago but dividends are growing only for 4 years. Dividend Growth Rate for last 4 years is 18.92%
BWMX,"Betterware de Mexico, S.A.P.I. ",0.355,0.338,12.0,11.9,1192.0,99.85000000000001,EQUITY,29.124,2.427,1.42,"Payout Ratio falls within the ""high risk"" range (>75%).",2024-11-14,2024-11-08,2025-02-27,2024-11-15,2024-11-07,Reflecting a 5.02958579881656% increase., BWMX first paid dividend 5 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is -13.55%
PKST,Peakstone Realty Trust,0.225,0.225,10.75,10.79,834.0,0.0,EQUITY,0.9,0.08372093,0.9,"Payout Ratio falls within the ""high risk"" range (>75%).",2025-04-16,2025-03-31,2025-05-05,2025-04-17,2025-03-30,This is line with previous dividend., PKST first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00%
MCI,Barings Corporate Investors,0.4,0.5,21.66,21.06,760.0,84.17999999999999,EQUITY,1.54,0.0710988,1.6,"Payout Ratio falls within the ""high risk"" range (>75%).",,,,,,Reflecting a 0.8% cut., MCI first paid dividend 40 years ago but dividends are growing only for 3 years. Dividend Growth Rate for last 3 years is 27.72%
TRAK,"ReposiTrak, Inc.",0.0175,0.018,19.49,19.31,38.0,21.139999,EQUITY,0.068,0.0034889688,0.07,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-02-12,2024-12-31,2025-05-13,2025-02-13,2024-12-30,Reflecting a 0.9722222222222224% cut., TRAK first paid dividend 3 years ago but dividends are growing only for 2 years. Dividend Growth Rate for last 2 years is 9.54%
FFA,First Trust Enhanced Equity Inc,0.35,0.35,20.76,20.56,681.0,36.69,EQUITY,1.26,0.06069364,1.4,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",,,,,,This is line with previous dividend., FFA first paid dividend 21 years ago but dividends are growing only for 15 years. Dividend Growth Rate for last 5 years is 4.19%
CWCO,Consolidated Water Co. Ltd.,0.11,0.11,27.13,27.58,160.0,23.799999,EQUITY,0.395,0.014559529,0.44,"Payout Ratio falls within the ""low risk"" range (<35%).",2025-01-30,2025-01-02,2025-03-25,2025-01-31,2025-01-01,This is line with previous dividend., CWCO first paid dividend 29 years ago but dividends are growing only for 20 years. Dividend Growth Rate for last 5 years is 5.29%
EAD,238549,0.16,0.053,7.0,7.02,913.0000000000001,51.59,EQUITY,0.619,0.08842857,0.64,"Payout Ratio falls within the ""medium risk"" range (33%-75%).",2019-02-28,2025-02-13,2025-01-03,2019-03-01,2025-02-12,Reflecting a 201.8867924528302% increase., EAD first paid dividend 23 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 1.92%
