symbol|shortName|dividendRate|previousClose|currentPrice|dividendYield|payoutRatio|quoteType|dividend|date|message|Ex-Dividend Date|Dividend Date|Earnings Date|payoutdate|buy_date|hist|insight
FULO| FullNet Communications  Inc. |0.02|0.0|0.27|6.07|66.0|EQUITY|0.004|2025-02-28| Payout Ratio falls within the  medium risk  range (33%-75%). |2025-02-28|2024-12-14|2025-03-31|2024-12-15|2025-02-27| This is line with previous dividend. | FULO dividend growth is zero. 
BAC-PL| Bank of America Corporation Non |72.5|1225.01|1223.92|5.92||EQUITY|18.125|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-29|2025-04-15|2025-04-30|2025-03-31| This is line with previous dividend. | BAC-PL dividend growth is zero. 
KEY-PL| KeyCorp Depositary Shares each  |1.55|24.29|24.1|6.43||EQUITY|0.3875|2025-03-03| Payout Ratio falls within the  high risk  range (>75%). |2025-03-03|2025-03-16|2025-04-17|2025-03-17|2025-03-02| This is line with previous dividend. | KEY-PL dividend growth is zero. 
CFR-PB| Cullen/Frost Bankers  Inc. Depo |1.11|17.7|17.69|6.29||EQUITY|0.278125|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-23|2025-03-17|2025-02-27| This is line with previous dividend. | CFR-PB dividend growth is zero. 
BOH-PA| Bank of Hawaii Corporation Depo |1.09|16.29|16.15|6.77||EQUITY|0.2735|2025-01-17| Payout Ratio falls within the  high risk  range (>75%). |2025-01-17|2025-02-02|2025-04-21|2025-02-03|2025-01-16| This is line with previous dividend. | BOH-PA dividend growth is zero. 
BAC-PM| Bank of America Corporation Dep |1.34|22.72|22.56|5.96||EQUITY|0.335938|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-24|2025-04-15|2025-03-25|2025-02-27| This is line with previous dividend. | BAC-PM dividend growth is zero. 
BAC-PN| Bank of America Corporation Dep |1.25|21.2|21.06|5.94||EQUITY|0.3125|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-15|2025-03-17|2025-02-27| This is line with previous dividend. | BAC-PN dividend growth is zero. 
BAC-PO| Bank of America Corporation Dep |1.09|18.69|18.55|5.9||EQUITY|0.273438|2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-05-04|2025-04-15|2025-05-05|2025-04-14| This is line with previous dividend. | BAC-PO dividend growth is zero. 
BAC-PP| Bank of America Corporation Dep |1.03|17.7|17.59|5.86||EQUITY|0.257813|2025-01-15| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-05-01|2025-04-15|2025-05-02|2025-04-14| This is line with previous dividend. | BAC-PP dividend growth is zero. 
BAC-PQ| Bank of America Corporation Dep |1.06|18.14|18.06|5.88||EQUITY|0.265625|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2025-02-17|2025-04-15|2025-02-18|2025-01-30| This is line with previous dividend. | BAC-PQ dividend growth is zero. 
BAC-PS| Bank of America Corporation Dep |1.19|20.28|20.13|5.9||EQUITY|0.296875|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2025-02-17|2025-04-15|2025-02-18|2025-01-30| This is line with previous dividend. | BAC-PS dividend growth is zero. 
FRMEP| First Merchants Corporation - D |1.88|25.05|25.0|7.5||EQUITY|0.469|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2024-11-14|2025-04-23|2024-11-15|2025-01-30| This is line with previous dividend. | FRMEP dividend growth is zero. 
WSBCP| WesBanco  Inc. - Depositary Sha |1.69|25.23|25.22|6.69||EQUITY|0.422|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2025-02-14|2025-04-21|2025-02-15|2025-01-30| This is line with previous dividend. | WSBCP dividend growth is zero. 
FCNCO| First Citizens BancShares  Inc. |1.41|22.31|22.11|6.36||EQUITY|0.352|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-23|2025-03-17|2025-02-27| This is line with previous dividend. | FCNCO dividend growth is zero. 
FCNCP| First Citizens BancShares  Inc. |1.34|21.47|21.07|6.38||EQUITY|0.336|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-04-23|2025-03-17|2025-02-27| This is line with previous dividend. | FCNCP dividend growth is zero. 
WBS-PG| Webster Financial Corporation D |1.63|23.58|23.45|6.93||EQUITY|0.40625|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-21|2025-04-15|2025-03-30| This is line with previous dividend. | WBS-PG dividend growth is zero. 
NSARO| NSTAR Electric Co. |4.78|78.0|80.0|5.98||EQUITY|1.195|2025-01-10| Payout Ratio falls within the  high risk  range (>75%). |2025-04-10|2024-07-31|2025-05-01|2024-08-01|2025-04-09| This is line with previous dividend. | NSARO dividend growth is zero. 
WELPM| Wisconsin Electric Power Co. |6.0|0.0|109.0|5.5||EQUITY|1.5|2025-01-14| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | WELPM dividend growth is zero. 
GRWTF| GREAT WEST LIFECO INC 4.5% 1ST  |0.78|0.0|13.7|5.67||EQUITY|0.19644478|2025-03-03| Payout Ratio falls within the  high risk  range (>75%). |2025-03-03|2023-09-28|2025-05-07|2023-09-29|2025-03-02| This is line with previous dividend. | GRWTF dividend growth is zero. 
FULTP| Fulton Financial Corporation -  |1.28|20.19|20.35|6.29||EQUITY|0.32|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-01-14|2025-04-14|2025-01-15|2025-03-30| This is line with previous dividend. | FULTP dividend growth is zero. 
BCEFF| BCE INC 1ST CUM RED PRF SER'Y' |1.12|0.0|11.5865|9.63||EQUITY|0.07566529|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2024-02-11|2025-05-08|2024-02-12|2025-03-30| This is line with previous dividend. | BCEFF dividend growth is zero. 
BCEPF| BCE INC PRF SER'AC' CAD25 |0.89|0.0|12.4|7.14||EQUITY|0.22176434|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-30|2024-05-31|2025-05-08|2024-06-01|2025-04-29| This is line with previous dividend. | BCEPF dividend growth is zero. 
BCEXF| BCE Inc. ||0.0|10.0|||EQUITY|0.14432849|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2024-06-29|2025-05-08|2024-06-30|2025-02-27| This is line with previous dividend. | BCEXF dividend growth is zero. 
BCEIF| BCE INC 1ST PRF SER'R'CAD25 ||0.0|11.8216|||EQUITY|0.13175541|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-30|2024-05-31|2025-05-08|2024-06-01|2025-04-29| This is line with previous dividend. | BCEIF dividend growth is zero. 
BCPPF| BCE INC ||0.0|11.0|||EQUITY|0.21566327|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-30|2024-05-31|2025-05-08|2024-06-01|2025-04-29| This is line with previous dividend. | BCPPF dividend growth is zero. 
CCNEP| CNB Financial Corporation - Dep |1.78|24.89|24.87|7.16||EQUITY|0.445|2025-02-14| Payout Ratio falls within the  high risk  range (>75%). |2025-02-14|2024-11-28|2025-04-14|2024-11-29|2025-02-13| This is line with previous dividend. | CCNEP dividend growth is zero. 
COF-PK| Capital One Financial Corporati |1.16|17.96|17.74|6.52||EQUITY|0.289063|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-02|2025-04-22|2025-03-03|2025-02-17| This is line with previous dividend. | COF-PK dividend growth is zero. 
COF-PL| Capital One Financial Corporati |1.09|16.91|16.7|6.55||EQUITY|0.273438|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-02|2025-04-22|2025-03-03|2025-02-17| This is line with previous dividend. | COF-PL dividend growth is zero. 
COF-PN| Capital One Financial Corporati |1.06|16.54|16.26|6.53||EQUITY|0.265625|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-02|2025-04-22|2025-03-03|2025-02-17| This is line with previous dividend. | COF-PN dividend growth is zero. 
COF-PI| Capital One Financial Corporati |1.25|19.56|19.22|6.5||EQUITY|0.3125|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-02|2025-04-22|2025-03-03|2025-02-17| This is line with previous dividend. | COF-PI dividend growth is zero. 
COF-PJ| Capital One Financial Corporati |1.2|18.72|18.37|6.53||EQUITY|0.3|2025-02-18| Payout Ratio falls within the  high risk  range (>75%). |2025-02-18|2025-03-02|2025-04-22|2025-03-03|2025-02-17| This is line with previous dividend. | COF-PJ dividend growth is zero. 
OCFCP| OceanFirst Financial Corp. - De |1.75|25.24|25.3|6.92||EQUITY|0.438|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2025-02-16|2025-04-16|2025-02-17|2025-01-30| This is line with previous dividend. | OCFCP dividend growth is zero. 
ORANY| Orange |0.77|12.8|12.82|6.03|96.34|EQUITY|0.452|2024-06-03| Payout Ratio falls within the  high risk  range (>75%). |2024-12-02|2024-12-19|2025-04-24|2024-12-20|2024-12-01| This is line with previous dividend. | ORANY dividend growth is zero. 
POWWP| AMMO  Inc. - 8.75% Series A Cum |2.22|22.24|22.0|10.11||EQUITY|0.547|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2024-12-15|2025-06-11|2024-12-16|2025-02-27| This is line with previous dividend. | POWWP dividend growth is zero. 
FAXRF| FAIRFAX FINANCIAL HLDGS LTD 5%  |0.51|0.0|13.68|3.76||EQUITY|0.136|2024-09-13| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2024-03-27|2025-04-30|2024-03-28|2025-03-13| This is line with previous dividend. | FAXRF dividend growth is zero. 
MS-PL| Morgan Stanley Depositary Share |1.22|20.74|20.62|5.91||EQUITY|0.304688|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PL dividend growth is zero. 
MS-PO| Morgan Stanley Depositary Share |1.06|18.38|18.29|5.81||EQUITY|0.265625|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PO dividend growth is zero. 
MS-PP| Morgan Stanley Depositary Share |1.63|25.76|25.74|6.31||EQUITY|0.40625|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PP dividend growth is zero. 
MS-PQ| Morgan Stanley Depositary Share |1.66|26.14|25.99|6.37||EQUITY|0.414063|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-11|2025-04-15|2025-03-30| This is line with previous dividend. | MS-PQ dividend growth is zero. 
FXFHF| FAIRFAX FINANCIAL HLDGS LTD CUM |1.18|0.0|17.35|6.83||EQUITY|0.323|2024-09-13| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2024-03-26|2025-04-30|2024-03-27|2025-03-13| This is line with previous dividend. | FXFHF dividend growth is zero. 
FFHPF| FAIRFAX FINANCIAL HLDGS LTD |0.87|0.0|17.755|4.91||EQUITY|0.21841398|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2024-03-27|2025-04-30|2024-03-28|2025-03-13| This is line with previous dividend. | FFHPF dividend growth is zero. 
ADC-PA| Agree Realty Corporation Deposi |1.06|17.25|17.285|6.15||EQUITY|0.08854|2025-03-21| Payout Ratio falls within the  high risk  range (>75%). |2025-03-21|2025-03-31|2025-04-21|2025-04-01|2025-03-20| This is line with previous dividend. | ADC-PA dividend growth is zero. 
TCBIO| Texas Capital Bancshares  Inc.  |1.44|19.9|19.61|7.33||EQUITY|0.359|2025-03-03| Payout Ratio falls within the  high risk  range (>75%). |2025-03-03|2025-03-16|2025-04-16|2025-03-17|2025-03-02| This is line with previous dividend. | TCBIO dividend growth is zero. 
FLG-PA| Flagstar Financial  Inc. Deposi |1.59|23.74|23.9|6.67||EQUITY|0.3984|2025-03-07| Payout Ratio falls within the  high risk  range (>75%). |2025-03-07|2025-03-16|2025-04-29|2025-03-17|2025-03-06| This is line with previous dividend. | FLG-PA dividend growth is zero. 
VNO-PN| Vornado Realty Trust 5.25% Seri |1.31|17.13|16.93|7.75||EQUITY|0.328125|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |2025-03-17|2025-03-31|2025-05-05|2025-04-01|2025-03-16| This is line with previous dividend. | VNO-PN dividend growth is zero. 
VNO-PO| Vornado Realty Trust 4.45% Seri |1.11|14.86|14.69|7.57||EQUITY|0.278125|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |2025-03-17|2025-03-31|2025-05-05|2025-04-01|2025-03-16| This is line with previous dividend. | VNO-PO dividend growth is zero. 
GTLS-PB| Chart Industries  Inc. Deposita |3.38|58.21|55.94|6.03||EQUITY|0.84375|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-16|2025-05-01|2025-03-17|2025-02-27| This is line with previous dividend. | GTLS-PB dividend growth is zero. 
SPE-PC| Special Opportunities Fund Inc. |0.69|24.1781|24.25|2.84||EQUITY|0.171875|2025-03-20| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | SPE-PC dividend growth is zero. 
KIM-PN| Kimco Realty Corporation Deposi |3.63|59.91|59.83|6.06||EQUITY|0.90625|2025-01-02| Payout Ratio falls within the  high risk  range (>75%). |2025-01-02|2025-04-14|2025-05-01|2025-04-15|2025-01-01| This is line with previous dividend. |  KIM-PN first paid dividend 2 years ago but dividends are growing only for 1 years. Dividend Growth Rate for last 1 years is 0.00% 
FCELB| FuelCell Energy  Inc. |50.0|340.0|333.2|15.01||EQUITY|12.5|2025-01-31| Payout Ratio falls within the  high risk  range (>75%). |2025-01-31|2024-11-14|2025-06-09|2024-11-15|2025-01-30| This is line with previous dividend. | FCELB dividend growth is zero. 
WCC-PA| WESCO International  Inc. Depos |2.66|25.3|25.27|10.51||EQUITY|0.664063|2025-03-14| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-30|2025-04-30|2025-03-31|2025-03-13| This is line with previous dividend. | WCC-PA dividend growth is zero. 
LFMDP| LifeMD  Inc. - 8.875% Series A  |2.22|24.75|24.8948|8.91||EQUITY|0.555|2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |2025-04-04|2025-01-14|2025-05-06|2025-01-15|2025-04-03| This is line with previous dividend. | LFMDP dividend growth is zero. 
MBNKP| Medallion Bank - Fixed-to-Float |2.0|25.31|25.35|7.89||EQUITY|0.5|2025-03-17| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | MBNKP dividend growth is zero. 
WTFCP| Wintrust Financial Corporation  |1.72|25.39|25.38|6.77||EQUITY|0.43|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-04-01|2025-04-14|2025-04-15|2025-04-15|2025-03-31| This is line with previous dividend. | WTFCP dividend growth is zero. 
MFA-PC| MFA Financial  Inc. 6.50% Serie |1.63|24.78|24.5|6.63||EQUITY|0.40625|2025-03-04| Payout Ratio falls within the  high risk  range (>75%). |2025-03-04|2025-03-30|2025-05-05|2025-03-31|2025-03-03| This is line with previous dividend. | MFA-PC dividend growth is zero. 
EPR-PC| EPR Properties 5.75% Series C C |1.44|23.3|23.24|6.19||EQUITY|0.359375|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-29|2025-04-15|2025-03-30| This is line with previous dividend. | EPR-PC dividend growth is zero. 
EPR-PE| EPR Properties Series E Cumulat |2.25|30.1525|30.1|7.48||EQUITY|0.5625|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-29|2025-04-15|2025-03-30| This is line with previous dividend. | EPR-PE dividend growth is zero. 
RNR-PG| RenaissanceRe Holdings Ltd. Dep |1.05|15.94|15.9|6.6||EQUITY|0.2625|2025-02-28| Payout Ratio falls within the  high risk  range (>75%). |2025-02-28|2025-03-02|2025-04-28|2025-03-03|2025-02-27| This is line with previous dividend. | RNR-PG dividend growth is zero. 
REGCO| Regency Centers Corporation - 5 |1.47|21.79|21.7|6.77||EQUITY|0.367|2025-01-16| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-04-29|2025-04-30|2025-04-30|2025-04-14| This is line with previous dividend. | REGCO dividend growth is zero. 
REGCP| Regency Centers Corporation - 6 |1.56|23.4|23.4115|6.67||EQUITY|0.391|2024-10-16| Payout Ratio falls within the  high risk  range (>75%). |2025-04-15|2025-04-29|2025-04-30|2025-04-30|2025-04-14| This is line with previous dividend. | REGCP dividend growth is zero. 
INVUP| Investview Inc. |3.25|25.99|25.99|12.5||EQUITY|0.8125|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2024-10-14|2025-04-02|2024-10-15|2025-03-30| This is line with previous dividend. | INVUP dividend growth is zero. 
ELPC| Companhia Paranaense de Energia |0.13|6.54|6.62|2.0|22.76|EQUITY|0.131|2024-12-13| Payout Ratio falls within the  low risk  range (<35%). |2024-12-13|2025-01-01|2025-05-08|2025-01-02|2024-12-12| This is line with previous dividend. | ELPC dividend growth is zero. 
ACGLN| Arch Capital Group Ltd. - Depos |1.14|17.59|17.54|6.49||EQUITY|0.284|2024-12-13| Payout Ratio falls within the  high risk  range (>75%). |2025-03-14|2025-03-30|2025-04-29|2025-03-31|2025-03-13| This is line with previous dividend. | ACGLN dividend growth is zero. 
WAFDP| WaFd  Inc. - Depositary Shares |1.22|16.38|16.34|7.46||EQUITY|0.305|2024-12-31| Payout Ratio falls within the  high risk  range (>75%). |2025-03-31|2025-04-14|2025-04-21|2025-04-15|2025-03-30| This is line with previous dividend. | WAFDP dividend growth is zero. 
ELCPF| EDP-ENERGIAS DE PORTUGAL SA |0.21|0.0|3.3|6.36|75.14|EQUITY|0.21|2024-05-06| Payout Ratio falls within the  high risk  range (>75%). |2024-05-06|2006-04-27|2025-05-09|2006-04-28|2024-05-05| This is line with previous dividend. | ELCPF dividend growth is zero. 
GAB-PK| Gabelli Equity Trust  Inc. (The |1.25|21.12|21.05|5.94||EQUITY|0.3125|2025-03-19| Payout Ratio falls within the  high risk  range (>75%). |||||| This is line with previous dividend. | GAB-PK dividend growth is zero. 
XOMAO| XOMA Royalty Corporation - Depo |2.09|25.46|25.4282|8.23||EQUITY|0.523|2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |2025-04-03|2025-04-14|2025-05-07|2025-04-15|2025-04-02| This is line with previous dividend. | XOMAO dividend growth is zero. 
XOMAP| XOMA Royalty Corporation - 8.62 |2.16|25.85|25.78|8.36||EQUITY|0.539|2025-01-03| Payout Ratio falls within the  high risk  range (>75%). |2025-04-03|2025-01-14|2025-05-07|2025-01-15|2025-04-02| This is line with previous dividend. | XOMAP dividend growth is zero. 
