symbol,shortName,dividendRate,lastDividendValue,previousClose,currentPrice,dividendYield,payoutRatio,quoteType,message,DividendDate,DividendDate.1,ExDividendDate,ExDividendDate.1,EarningsDate,payoutdate,buy_date,hist,insight
NVZMY,NOVONESIS A S,0.298,0.298,58.19,58.29,1.55,79.57,EQUITY,,2024-09-17,2024-09-17,2025-04-07,2025-04-07,2025-02-26,2024-09-18,2025-04-06,Reflecting a 3.02% increase.,NVZMY has just started to pay dividends.
FTV,Fortive Corporation,0.08,0.08,73.18,73.5,0.44,13.56,EQUITY,,2025-03-27,2025-03-27,2025-02-28,2025-02-28,2025-04-22,2025-03-28,2025-02-27,This is in line with the previous dividend.,"FTV started paying dividends 10 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 6.43%."
PUBGY,Publicis Groupe S.A.,0.056,0.056,23.41,23.42,3.87,51.97,EQUITY,,2024-07-22,2024-07-22,2024-07-08,2024-07-08,2025-02-04,2024-07-23,2024-07-07,Reflecting a -1448.21% cut.,PUBGY has just started to pay dividends.
PPG,"PPG Industries, Inc.",0.68,0.68,109.35,108.95,2.5,46.5,EQUITY,,2025-03-11,2025-03-11,2025-02-21,2025-02-21,2025-04-16,2025-03-12,2025-02-20,This is in line with the previous dividend.,"PPG started paying dividends 43 years ago, and dividends have been growing for 42 years. Dividend Growth Rate for the last 5 years is 5.92%."
BR,"Broadridge Financial Solutions,",0.88,0.88,242.46,244.72,1.44,52.58,EQUITY,,2025-04-02,2025-04-02,2025-03-13,2025-03-13,2025-05-06,2025-04-03,2025-03-12,This is in line with the previous dividend.,"BR started paying dividends 19 years ago, and dividends have been growing for 18 years. Dividend Growth Rate for the last 5 years is 10.26%."
CQP,"Cheniere Energy Partners, LP",0.82,0.82,66.04,68.04,4.78,81.53,EQUITY,,2025-02-13,2025-02-13,2025-02-10,2025-02-10,2025-05-01,2025-02-14,2025-02-09,Reflecting a 1.22% increase.,"CQP started paying dividends 19 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 1.23%."
NUE,Nucor Corporation,0.55,0.55,120.34,119.66,1.84,25.65,EQUITY,,2025-05-11,2025-05-11,2025-03-31,2025-03-31,2025-04-28,2025-05-12,2025-03-30,This is in line with the previous dividend.,"NUE started paying dividends 43 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.42%."
SW,Smurfit WestRock plc,0.303,0.303,45.06,45.62,5.07,228.5,EQUITY,,2025-03-17,2025-03-17,2025-02-14,2025-02-14,2025-04-10,2025-03-18,2025-02-13,This is in line with the previous dividend.,SW has just started to pay dividends.
EQR,Equity Residential,0.693,0.693,71.58,71.28,3.89,99.26,EQUITY,,2025-04-16,2025-04-16,2025-03-31,2025-03-31,2025-04-21,2025-04-17,2025-03-30,Reflecting a 2.60% increase.,"EQR started paying dividends 33 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 2.82%."
DOW,Dow Inc.,0.7,0.7,34.92,34.61,8.09,178.34,EQUITY,,2025-03-13,2025-03-13,2025-02-28,2025-02-28,2025-04-24,2025-03-14,2025-02-27,This is in line with the previous dividend.,"DOW started paying dividends 7 years ago, but there is no recorded dividend growth in the last 5 years."
GOLD,Barrick Gold Corporation,0.1,0.1,19.44,19.66,2.03,32.79,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-04-29,2025-03-17,2025-02-27,This is in line with the previous dividend.,GOLD has just started to pay dividends.
TSCO,Tractor Supply Company,0.23,0.23,55.1,55.13,1.67,43.14,EQUITY,,2025-03-10,2025-03-10,2025-02-26,2025-02-26,2025-04-23,2025-03-11,2025-02-25,Reflecting a 4.35% increase.,"TSCO started paying dividends 16 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 5.66%."
CVE,Cenovus Energy Inc,0.133,0.133,13.91,14.0,3.59,48.8,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-29,2025-03-31,2025-03-13,Reflecting a 1.50% increase.,CVE has just started to pay dividends.
K,Kellanova,0.57,0.57,82.49,82.5,2.76,58.25,EQUITY,,2025-03-13,2025-03-13,2025-03-03,2025-03-03,2025-04-30,2025-03-14,2025-03-02,This is in line with the previous dividend.,"K started paying dividends 42 years ago, and dividends have been growing for 2 years. Dividend Growth Rate for the last 2 years is 1.43%."
TPL,Texas Pacific Land Corporation,1.6,1.6,1324.99,1352.84,0.47,25.9,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-05-06,2025-03-17,2025-03-02,This is in line with the previous dividend.,"TPL started paying dividends 37 years ago, and dividends have been growing for 1 years. Dividend Growth Rate for the last 1 years is 36.75%."
FITB,Fifth Third Bancorp,0.37,0.37,39.2,38.93,3.8,45.86,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-17,2025-04-15,2025-03-30,This is in line with the previous dividend.,"FITB started paying dividends 40 years ago, and dividends have been growing for 17 years. Dividend Growth Rate for the last 5 years is 6.50%."
EQT,EQT Corporation,0.158,0.158,53.43,53.88,1.17,140.0,EQUITY,,2025-03-02,2025-03-02,2025-02-18,2025-02-18,2025-04-21,2025-03-03,2025-02-17,This is in line with the previous dividend.,"EQT started paying dividends 38 years ago, and dividends have been growing for 3 years. Dividend Growth Rate for the last 3 years is 8.12%."
STT,State Street Corporation,0.76,0.76,88.77,88.82,3.42,35.32,EQUITY,,2025-04-10,2025-04-10,2025-04-01,2025-04-01,2025-04-17,2025-04-11,2025-03-31,This is in line with the previous dividend.,"STT started paying dividends 39 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 7.89%."
BSBR,Banco Santander Brasil SA,0.071,0.071,4.71,4.75,6.04,94.4,EQUITY,,2025-02-23,2025-02-23,2025-01-24,2025-01-24,2025-04-28,2025-02-24,2025-01-23,Reflecting a -4.23% cut.,BSBR has just started to pay dividends.
XYL,Xylem Inc.,0.4,0.4,119.46,119.88,1.33,39.45,EQUITY,,2025-03-18,2025-03-18,2025-02-18,2025-02-18,2025-04-29,2025-03-19,2025-02-17,Reflecting a 10.00% increase.,"XYL started paying dividends 15 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 9.00%."
HPE,Hewlett Packard Enterprise Comp,0.13,0.13,15.43,15.64,3.32,25.0,EQUITY,,2025-04-17,2025-04-17,2025-03-21,2025-03-21,2025-06-02,2025-04-18,2025-03-20,This is in line with the previous dividend.,"HPE started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 1.61%."
GPN,Global Payments Inc.,0.25,0.25,97.92,98.44,1.02,16.23,EQUITY,,2025-03-27,2025-03-27,2025-03-14,2025-03-14,2025-04-29,2025-03-28,2025-03-13,This is in line with the previous dividend.,"GPN started paying dividends 25 years ago, and dividends have been growing for 8 years. Dividend Growth Rate for the last 5 years is 5.09%."
CAH,"Cardinal Health, Inc.",0.506,0.506,137.264,137.13,1.47,37.57,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-05-01,2025-04-15,2025-03-31,This is in line with the previous dividend.,"CAH started paying dividends 40 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 0.81%."
HEI,Heico Corporation,0.11,0.11,267.19,270.21,0.08,5.43,EQUITY,,2025-01-16,2025-01-16,2025-01-03,2025-01-03,2025-05-26,2025-01-17,2025-01-02,This is in line with the previous dividend.,"HEI started paying dividends 39 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 6.58%."
BRO,"Brown & Brown, Inc.",0.15,0.15,124.4,124.11,0.48,15.61,EQUITY,,2025-02-11,2025-02-11,2025-02-05,2025-02-05,2025-04-21,2025-02-12,2025-02-04,This is in line with the previous dividend.,"BRO started paying dividends 39 years ago, and dividends have been growing for 27 years. Dividend Growth Rate for the last 5 years is 12.03%."
PPRUY,Kering SA,1.009,1.009,20.6,20.55,5.97,151.79,EQUITY,,2025-01-30,2025-01-30,2025-01-13,2025-01-13,2025-02-11,2025-01-31,2025-01-12,Reflecting a 50.84% increase.,PPRUY has just started to pay dividends.
QSR,Restaurant Brands International,0.62,0.62,66.64,67.17,3.69,72.96,EQUITY,,2025-04-03,2025-04-03,2025-03-21,2025-03-21,2025-05-08,2025-04-04,2025-03-20,Reflecting a 6.45% increase.,"QSR started paying dividends 11 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 3.58%."
TW,Tradeweb Markets Inc.,0.12,0.12,148.46,147.95,0.32,17.17,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-04-30,2025-03-17,2025-03-02,Reflecting a 16.67% increase.,"TW started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 8.45%."
EBAY,eBay Inc.,0.29,0.29,67.73,67.8,1.71,27.34,EQUITY,,2025-03-27,2025-03-27,2025-03-14,2025-03-14,2025-04-29,2025-03-28,2025-03-13,Reflecting a 6.90% increase.,"EBAY started paying dividends 7 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 12.63%."
FCNCA,"First Citizens BancShares, Inc.",1.95,1.95,1854.12,1823.47,0.43,3.63,EQUITY,,2025-03-16,2025-03-16,2025-02-28,2025-02-28,2025-04-23,2025-03-17,2025-02-27,This is in line with the previous dividend.,"FCNCA started paying dividends 40 years ago, and dividends have been growing for 39 years. Dividend Growth Rate for the last 5 years is 37.28%."
WEC,"WEC Energy Group, Inc.",0.893,0.893,108.98,108.89,3.28,69.15,EQUITY,,2025-02-28,2025-02-28,2025-02-14,2025-02-14,2025-04-29,2025-03-01,2025-02-13,Reflecting a 6.49% increase.,"WEC started paying dividends 40 years ago, and dividends have been growing for 10 years. Dividend Growth Rate for the last 5 years is 7.12%."
WDS,Woodside Energy Group Limited,0.69,0.69,14.49,14.75,8.27,69.02,EQUITY,,2025-04-01,2025-04-01,2025-03-07,2025-03-07,2025-02-24,2025-04-02,2025-03-06,Reflecting a 13.04% increase.,WDS has just started to pay dividends.
FER,Ferrovial SE,0.036,0.036,44.92,45.26,1.86,17.92,EQUITY,,2024-06-20,2024-06-20,2024-12-16,2024-12-16,2025-05-12,2024-06-21,2024-12-15,Reflecting a -1294.44% cut.,FER has just started to pay dividends.
MPWR,"Monolithic Power Systems, Inc.",1.56,1.56,579.98,581.48,1.07,13.66,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-29,2025-04-15,2025-03-30,Reflecting a 19.87% increase.,"MPWR started paying dividends 13 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 25.55%."
GWLIF,"Great-West Lifeco, Inc.",0.412,0.412,0.0,39.71,4.29,51.75,EQUITY,,2024-12-30,2024-12-30,2025-03-03,2025-03-03,2025-05-07,2024-12-31,2025-03-02,Reflecting a 0.49% increase.,GWLIF has just started to pay dividends.
HPQ,HP Inc.,0.289,0.289,27.69,27.79,4.17,40.15,EQUITY,,2025-04-01,2025-04-01,2025-03-12,2025-03-12,2025-05-27,2025-04-02,2025-03-11,This is in line with the previous dividend.,"HPQ started paying dividends 61 years ago, and dividends have been growing for 25 years. Dividend Growth Rate for the last 5 years is 10.43%."
EIX,Edison International,0.828,0.828,58.92,58.75,5.63,95.69,EQUITY,,2025-04-29,2025-04-29,2025-04-07,2025-04-07,2025-04-29,2025-04-30,2025-04-06,Reflecting a 5.80% increase.,"EIX started paying dividends 50 years ago, and dividends have been growing for 21 years. Dividend Growth Rate for the last 5 years is 5.35%."
ED,"Consolidated Edison, Inc.",0.85,0.85,110.59,110.06,3.09,63.36,EQUITY,,2025-03-13,2025-03-13,2025-02-19,2025-02-19,2025-04-30,2025-03-14,2025-02-18,Reflecting a 2.35% increase.,"ED started paying dividends 64 years ago, and dividends have been growing for 44 years. Dividend Growth Rate for the last 5 years is 2.13%."
VICI,VICI Properties Inc.,0.433,0.433,32.62,32.44,5.33,66.21,EQUITY,,2025-04-02,2025-04-02,2025-03-20,2025-03-20,2025-04-30,2025-04-03,2025-03-19,This is in line with the previous dividend.,"VICI started paying dividends 8 years ago, and dividends have been growing for 7 years. Dividend Growth Rate for the last 5 years is 7.76%."
IRM,Iron Mountain Incorporated (Del,0.785,0.785,86.04,86.89,3.61,447.54,EQUITY,,2025-04-03,2025-04-03,2025-03-17,2025-03-17,2025-04-30,2025-04-04,2025-03-16,Reflecting a 8.92% increase.,"IRM started paying dividends 16 years ago, and dividends have been growing for 11 years. Dividend Growth Rate for the last 5 years is 4.87%."
AVB,"AvalonBay Communities, Inc.",1.75,1.75,214.62,214.51,3.26,89.47,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-23,2025-04-15,2025-03-30,Reflecting a 2.86% increase.,"AVB started paying dividends 28 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 1.94%."
MCHP,Microchip Technology Incorporat,0.455,0.455,48.41,48.5,3.75,317.72,EQUITY,,2025-03-06,2025-03-06,2025-02-24,2025-02-24,2025-05-05,2025-03-07,2025-02-23,This is in line with the previous dividend.,"MCHP started paying dividends 24 years ago, and dividends have been growing for 23 years. Dividend Growth Rate for the last 5 years is 19.85%."
WTW,Willis Towers Watson Public Lim,0.92,0.92,337.95,337.0,1.09,33.14,EQUITY,,2025-04-14,2025-04-14,2025-03-31,2025-03-31,2025-04-23,2025-04-15,2025-03-30,Reflecting a 4.35% increase.,"WTW started paying dividends 23 years ago, and dividends have been growing for 9 years. Dividend Growth Rate for the last 5 years is 6.23%."
FRFHF,Fairfax Financial Holdings Ltd.,15.0,15.0,1495.0,1494.84,1.0,9.34,EQUITY,,2025-01-22,2025-01-22,2025-01-16,2025-01-16,2025-04-30,2025-01-23,2025-01-15,This is in line with the previous dividend.,FRFHF has just started to pay dividends.
DD,"DuPont de Nemours, Inc.",0.41,0.41,74.68,74.88,2.19,85.88,EQUITY,,2025-03-16,2025-03-16,2025-03-03,2025-03-03,2025-04-29,2025-03-17,2025-03-02,Reflecting a 7.32% increase.,"DD started paying dividends 54 years ago, and dividends have been growing for 6 years. Dividend Growth Rate for the last 5 years is 6.45%."
ANYYY,Aena SME S.A.,0.829,0.829,23.45,23.56,4.35,59.73,EQUITY,,2024-05-20,2024-05-20,2025-04-23,2025-04-23,2025-04-30,2024-05-21,2025-04-22,This is in line with the previous dividend.,ANYYY has just started to pay dividends.
EFX,"Equifax, Inc.",0.39,0.39,243.56,243.86,0.64,32.23,EQUITY,,2025-03-13,2025-03-13,2025-02-21,2025-02-21,2025-04-15,2025-03-14,2025-02-20,This is in line with the previous dividend.,"EFX started paying dividends 39 years ago, but there is no recorded dividend growth in the last 5 years."
MTB,M&T Bank Corporation,1.35,1.35,178.75,176.37,3.06,36.54,EQUITY,,2025-03-30,2025-03-30,2025-03-03,2025-03-03,2025-04-14,2025-03-31,2025-03-02,This is in line with the previous dividend.,"MTB started paying dividends 39 years ago, and dividends have been growing for 38 years. Dividend Growth Rate for the last 5 years is 4.18%."
MLM,"Martin Marietta Materials, Inc.",0.79,0.79,478.13,484.56,0.65,9.44,EQUITY,,2025-03-30,2025-03-30,2025-03-03,2025-03-03,2025-04-28,2025-03-31,2025-03-02,This is in line with the previous dividend.,"MLM started paying dividends 32 years ago, and dividends have been growing for 31 years. Dividend Growth Rate for the last 5 years is 7.51%."
HIG,"The Hartford Insurance Group, I",0.52,0.52,123.73,124.39,1.67,18.65,EQUITY,,2025-04-01,2025-04-01,2025-03-03,2025-03-03,2025-04-24,2025-04-02,2025-03-02,This is in line with the previous dividend.,"HIG started paying dividends 30 years ago, and dividends have been growing for 16 years. Dividend Growth Rate for the last 5 years is 9.86%."
HUM,Humana Inc.,0.885,0.885,264.6,264.74,1.34,35.47,EQUITY,,2025-04-24,2025-04-24,2025-03-28,2025-03-28,2025-04-30,2025-04-25,2025-03-27,This is in line with the previous dividend.,"HUM started paying dividends 27 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 7.20%."
MDY,SPDR S&P MidCap 400 ETF Trust,1.308,1.308,533.48,,1.19,0.0,ETF,"MDY does not have available dividend date information.
",,,,,,,,Reflecting a -59.10% cut.,MDY has just started to pay dividends.
ROK,"Rockwell Automation, Inc.",1.31,1.31,258.38,258.74,2.03,63.01,EQUITY,,2025-03-09,2025-03-09,2025-02-18,2025-02-18,2025-05-05,2025-03-10,2025-02-17,This is in line with the previous dividend.,"ROK started paying dividends 44 years ago, and dividends have been growing for 24 years. Dividend Growth Rate for the last 5 years is 5.13%."
RJF,"Raymond James Financial, Inc.",0.5,0.5,138.41,138.1,1.45,18.07,EQUITY,,2025-04-14,2025-04-14,2025-04-01,2025-04-01,2025-04-23,2025-04-15,2025-03-31,This is in line with the previous dividend.,"RJF started paying dividends 40 years ago, and dividends have been growing for 19 years. Dividend Growth Rate for the last 5 years is 15.18%."
IMO,Imperial Oil Limited,0.443,0.443,72.32,72.89,2.76,26.58,EQUITY,,2025-03-31,2025-03-31,2025-03-05,2025-03-05,2025-04-24,2025-04-01,2025-03-04,Reflecting a 0.68% increase.,IMO has just started to pay dividends.
WAB,Westinghouse Air Brake Technolo,0.25,0.25,181.35,183.66,0.54,13.25,EQUITY,,2025-03-06,2025-03-06,2025-02-21,2025-02-21,2025-04-23,2025-03-07,2025-02-20,Reflecting a 20.00% increase.,"WAB started paying dividends 31 years ago, and dividends have been growing for 30 years. Dividend Growth Rate for the last 5 years is 15.81%."
EXR,Extra Space Storage Inc,1.62,1.62,148.49,147.84,4.38,160.79,EQUITY,,2025-03-30,2025-03-30,2025-03-14,2025-03-14,2025-04-29,2025-03-31,2025-03-13,This is in line with the previous dividend.,"EXR started paying dividends 22 years ago, but there is no recorded dividend growth in the last 2 years."
PPERY,PT Bank Mandiri Persero TBK,0.908,0.908,12.29,12.25,9.18,59.04,EQUITY,,2024-04-11,2024-04-11,2025-04-15,2025-04-15,2025-04-28,2024-04-12,2025-04-14,This is in line with the previous dividend.,PPERY has just started to pay dividends.
RMD,ResMed Inc.,0.53,0.53,223.85,222.3,0.95,23.85,EQUITY,,2025-03-19,2025-03-19,2025-02-13,2025-02-13,2025-04-23,2025-03-20,2025-02-12,This is in line with the previous dividend.,"RMD started paying dividends 14 years ago, and dividends have been growing for 13 years. Dividend Growth Rate for the last 5 years is 6.33%."
VMC,Vulcan Materials Company (Holdi,0.49,0.49,233.3,237.27,0.83,26.63,EQUITY,,2025-03-23,2025-03-23,2025-03-10,2025-03-10,2025-04-30,2025-03-24,2025-03-09,Reflecting a 6.12% increase.,"VMC started paying dividends 39 years ago, and dividends have been growing for 14 years. Dividend Growth Rate for the last 5 years is 7.58%."
SLF,Sun Life Financial Inc.,0.603,0.603,57.26,58.09,4.04,61.6,EQUITY,,2025-03-30,2025-03-30,2025-02-26,2025-02-26,2025-05-08,2025-03-31,2025-02-25,Reflecting a 1.49% increase.,SLF has just started to pay dividends.
